issue_no,repo,url,defect type,rationale,,,,,,,
121913,elasticsearch,https://github.com/elastic/elasticsearch/issues/121913,Index and Cluster Coordination Failures,The Delete API fails because it attempts to delete an alias instead of a concrete index which indicates improper handling of index and alias coordination.,,,,,,,
123661,elasticsearch,https://github.com/elastic/elasticsearch/issues/123661,Schema and Payload Validation Errors in POST APIs,Server returns a 500 error instead of a 400 when a malformed alias value is provided in the index creation payload.,,,,,,,
123729,elasticsearch,https://github.com/elastic/elasticsearch/issues/123729,Volume and File Upload/Access Errors,Index creation fails because the analyzer references a missing dictionary file which is a file access issue.,,,,,,,
126156,elasticsearch,https://github.com/elastic/elasticsearch/issues/126156,Schema and Payload Validation Errors in POST APIs,The API rejects valid input_type and truncate fields in the request payload even though they are supported by AWS Bedrock.,,,,,,,
126275,elasticsearch,https://github.com/elastic/elasticsearch/issues/126275,Query Filter and Search Parameter Handling Errors,Including a missing index in the query causes the API to return an empty result instead of a validation exception indicating incorrect query parameter handling.,,,,,,,
126709,elasticsearch,https://github.com/elastic/elasticsearch/issues/126709,Environment-Specific Behavior and Configuration Bugs,The API request works in version 8.17.4 but fails in the serverless environment due to a hardcoded input type not allowed for the provider.,,,,,,,
36,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/36,Schema and Payload Validation Errors in POST APIs,The API uses an incorrect REST endpoint structure for deleting friends which leads to invalid resource targeting and improper payload handling.,,,,,,,
45,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/45,"Session, Token, and Account Lifecycle Management Errors",The issue concerns the inability to delete user accounts via the API which is a core account lifecycle operation.,,,,,,,
52,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/52,Schema and Payload Validation Errors in POST APIs,Server returns 500 error instead of 409 when creating a user with an already used email indicating improper validation and error handling in the POST request.,,,,,,,
60,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/60,Query Filter and Search Parameter Handling Errors,500 error is caused by a null parameter 'vals' in a query filter method leading to an assertion failure in the Morphia query API.,,,,,,,
153,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/153,Schema and Payload Validation Errors in POST APIs,Track encoding throws an exception due to missing metadata properties in track.json indicating a schema validation issue.,,,,,,,
178,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/178,Middleware Integration Failures in REST APIs,Redirect loop is caused by the interaction between the content negotiation filter and the schema resource endpoint.,,,,,,,
182,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/182,Runtime and Dependency Errors,NullPointerException occurs during shapefile export indicating a runtime error caused by unexpected data structure.,,,,,,,
183,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/183,Volume and File Upload/Access Errors,Exported shapefile dates do not match JSON dates indicating an issue with file export or access logic.,,,,,,,
133,flowable-engine,https://github.com/flowable/flowable-engine/issues/133,Database/Table User Access Handling Errors,Inconsistent persistence and retrieval of identity links in database tables leads to mismatched API results and incomplete historic records.,,,,,,,
268,flowable-engine,https://github.com/flowable/flowable-engine/issues/268,Job Execution and Workflow Configuration Defects,Business key is not set when starting a process instance by message due to incorrect handling in the workflow command implementation.,,,,,,,
280,flowable-engine,https://github.com/flowable/flowable-engine/issues/280,Query Filter and Search Parameter Handling Errors,API does not return task local variables even when includeTaskLocalVariables query parameter is set to true.,,,,,,,
456,flowable-engine,https://github.com/flowable/flowable-engine/issues/456,Job Execution and Workflow Configuration Defects,"The issue describes incorrect behavior when reusing variables in multiple ""Group of People"" components within a workflow form which leads to only the second field being populated.",,,,,,,
510,flowable-engine,https://github.com/flowable/flowable-engine/issues/510,Volume and File Upload/Access Errors,File upload fails because the required MultipartResolver bean is missing in the content API Spring context causing multipart requests to be misinterpreted.,,,,,,,
575,flowable-engine,https://github.com/flowable/flowable-engine/issues/575,Schema and Payload Validation Errors in POST APIs,The API rejects HTTP headers containing colons in the value due to improper header parsing and validation logic.,,,,,,,
1300,flowable-engine,https://github.com/flowable/flowable-engine/issues/1300,Job Execution and Workflow Configuration Defects,The issue is caused by the REST API using an incorrect endpoint for executing jobs resulting in job execution failure.,,,,,,,
1437,flowable-engine,https://github.com/flowable/flowable-engine/issues/1437,Query Filter and Search Parameter Handling Errors,The API rejects a query with the variable operation EQUALS indicating unsupported or mishandled query parameter.,,,,,,,
1479,flowable-engine,https://github.com/flowable/flowable-engine/issues/1479,Schema and Payload Validation Errors in POST APIs,The API response for GET /identity/users/user2 is missing the tenantId attribute despite it being present in the POST request and documented in the API schema.,,,,,,,
1511,flowable-engine,https://github.com/flowable/flowable-engine/issues/1511,Query Filter and Search Parameter Handling Errors,Including the includeProcessVariables or includeTaskLocalVariables query parameters causes the tenant field to be missing or incorrect in the API response.,,,,,,,
1532,flowable-engine,https://github.com/flowable/flowable-engine/issues/1532,Environment-Specific Behavior and Configuration Bugs,Login failures occur only when the application is configured to use external LDAP after upgrading from 6.4.0 to 6.4.1 due to a change in security configuration handling.,,,,,,,
1626,flowable-engine,https://github.com/flowable/flowable-engine/issues/1626,Schema and Payload Validation Errors in POST APIs,"The API rejects the POST request with a 400 error because the required ""action"" field is missing from the JSON body.",,,,,,,
1638,flowable-engine,https://github.com/flowable/flowable-engine/issues/1638,Runtime and Dependency Errors,A NullPointerException occurs at runtime when a null response body is passed to Jackson's readTree method.,,,,,,,
1878,flowable-engine,https://github.com/flowable/flowable-engine/issues/1878,Middleware Integration Failures in REST APIs,The API incorrectly calls deleteUserPrivilegeMapping instead of deleteGroupPrivilegeMapping resulting in privilege deletion not working as intended for groups.,,,,,,,
1915,flowable-engine,https://github.com/flowable/flowable-engine/issues/1915,Schema and Payload Validation Errors in POST APIs,The API fails when processing a date variable in the POST payload due to a type casting error between java.util.Date and java.lang.String.,,,,,,,
1939,flowable-engine,https://github.com/flowable/flowable-engine/issues/1939,Query Filter and Search Parameter Handling Errors,API rejects the likeIgnoreCase operation for task variable queries indicating unsupported or inconsistent query parameter handling.,,,,,,,
2584,flowable-engine,https://github.com/flowable/flowable-engine/issues/2584,Job Execution and Workflow Configuration Defects,The REST API no longer allows execution of 'move' or 'moveToHistoryJob' actions on jobs which prevents expected workflow operations.,,,,,,,
3003,flowable-engine,https://github.com/flowable/flowable-engine/issues/3003,Volume and File Upload/Access Errors,API returns incorrect media type for .form files which affects correct file access and handling.,,,,,,,
3536,flowable-engine,https://github.com/flowable/flowable-engine/issues/3536,Query Filter and Search Parameter Handling Errors,"Querying historic variables without specifying variableName causes a server error specifically for ""nrOfActiveInstances"" and ""nrOfCompletedInstances"" after process termination.",,,,,,,
3827,flowable-engine,https://github.com/flowable/flowable-engine/issues/3827,Query Filter and Search Parameter Handling Errors,The issue is caused by the query builder generating SQL with or instead of and for multiple filter criteria resulting in incorrect query results.,,,,,,,
3856,flowable-engine,https://github.com/flowable/flowable-engine/issues/3856,Middleware Integration Failures in REST APIs,The REST API fails to serialize UUID variable types due to a missing converter in the backend integration logic resulting in null values in the response.,,,,,,,
14508,Ghost,https://github.com/TryGhost/Ghost/issues/14508,"Session, Token, and Account Lifecycle Management Errors",Tokens are not revoked upon user deletion allowing deleted accounts to be recreated with old tokens.,,,,,,,
14980,Ghost,https://github.com/TryGhost/Ghost/issues/14980,Authentication and Token Management Errors,The issue is caused by the Tenor API returning a 401 Unauthorized error due to deprecated authentication and missing or invalid API key.,,,,,,,
14983,Ghost,https://github.com/TryGhost/Ghost/issues/14983,Query Filter and Search Parameter Handling Errors,When multiple fields are specified in the fields query parameter the API returns incorrect tag URLs set to 404 instead of the expected URLs.,,,,,,,
15007,Ghost,https://github.com/TryGhost/Ghost/issues/15007,Query Filter and Search Parameter Handling Errors,API does not return the reading_time field when requested via the fields query parameter unless html is also included.,,,,,,,
15252,Ghost,https://github.com/TryGhost/Ghost/issues/15252,Middleware Integration Failures in REST APIs,Error occurs in the mw-error-handler middleware when deleting a post with nested comments resulting in an internal server error.,,,,,,,
15291,Ghost,https://github.com/TryGhost/Ghost/issues/15291,"Session, Token, and Account Lifecycle Management Errors",The issue is caused by improper handling of expired or invalid sessions resulting in missing re-authentication prompts when a user is logged out in another tab.,,,,,,,
15608,Ghost,https://github.com/TryGhost/Ghost/issues/15608,Environment-Specific Behavior and Configuration Bugs,The tag link returns 404 until Ghost is restarted indicating the API behavior changes based on the application's runtime environment or state.,,,,,,,
15931,Ghost,https://github.com/TryGhost/Ghost/issues/15931,Environment-Specific Behavior and Configuration Bugs,NPM registry configuration is not updating the latest tag for the package causing outdated versions to be served.,,,,,,,
16048,Ghost,https://github.com/TryGhost/Ghost/issues/16048,Middleware Integration Failures in REST APIs,The API fails to handle and report errors correctly when integrating with YouTube's oEmbed endpoint that returns an Unauthorized response.,,,,,,,
16748,Ghost,https://github.com/TryGhost/Ghost/issues/16748,Authentication and Token Management Errors,The owner's staff access token is rejected by the admin/members/:id/signin_url endpoint despite being valid elsewhere indicating a token-based access failure.,,,,,,,
20133,Ghost,https://github.com/TryGhost/Ghost/issues/20133,Query Filter and Search Parameter Handling Errors,API request fails with a 400 error when the author slug filter is a single letter indicating improper handling of query filter parameters.,,,,,,,
20445,Ghost,https://github.com/TryGhost/Ghost/issues/20445,Schema and Payload Validation Errors in POST APIs,"API returns a validation error stating ""cannot read oembed"" due to insufficient metadata when submitting a YouTube URL in a bookmark card.",,,,,,,
20634,Ghost,https://github.com/TryGhost/Ghost/issues/20634,Environment-Specific Behavior and Configuration Bugs,The API returns an incorrect content-type header for RSS feeds which affects how the feed is displayed in browsers and RSS readers.,,,,,,,
21123,Ghost,https://github.com/TryGhost/Ghost/issues/21123,Environment-Specific Behavior and Configuration Bugs,API request URLs are incorrect due to the Ghost installation being configured under a subdirectory which is not respected in certain endpoints.,,,,,,,
22023,Ghost,https://github.com/TryGhost/Ghost/issues/22023,Schema and Payload Validation Errors in POST APIs,The API and editor enforce different maximum lengths for the feature_image_alt field leading to inconsistent schema validation.,,,,,,,
22328,Ghost,https://github.com/TryGhost/Ghost/issues/22328,Database/Table User Access Handling Errors,Editor role is shown a UI action to hide comments but receives a 500 error due to insufficient database permissions.,,,,,,,
18,granary,https://github.com/snarfed/granary/issues/18,Query Filter and Search Parameter Handling Errors,The API does not support specifying screen_name or user_id as query parameters to fetch another user's timeline.,,,,,,,
443,harness,https://github.com/harness/harness/issues/443,Authentication and Token Management Errors,Github login fails because the authorization server returns an empty access token causing authentication to break.,,,,,,,
474,harness,https://github.com/harness/harness/issues/474,"Session, Token, and Account Lifecycle Management Errors",After session expiration the login flow mishandles the original POST request by redirecting to a GET resulting in a method not allowed error.,,,,,,,
481,harness,https://github.com/harness/harness/issues/481,Middleware Integration Failures in REST APIs,POST to /v1/remotes returns 404 likely because the client is calling an endpoint that requires a specific remote plugin in the URL for integration with Github.,,,,,,,
495,harness,https://github.com/harness/harness/issues/495,Authentication and Token Management Errors,Authentication via GitLab fails and returns errors due to misconfigured or missing API endpoint handlers.,,,,,,,
512,harness,https://github.com/harness/harness/issues/512,Middleware Integration Failures in REST APIs,The API sets up a webhook with an incorrect URL path when integrating with GitLab.,,,,,,,
525,harness,https://github.com/harness/harness/issues/525,"Session, Token, and Account Lifecycle Management Errors",User is unable to complete authentication flow due to the system requiring a verified email which blocks account session creation after GitHub Enterprise auth.,,,,,,,
557,harness,https://github.com/harness/harness/issues/557,"Session, Token, and Account Lifecycle Management Errors",Logout endpoint returns 200 OK but fails to clear session and does not log out the user.,,,,,,,
637,harness,https://github.com/harness/harness/issues/637,"Session, Token, and Account Lifecycle Management Errors",User suddenly lost access to team settings and cannot delete the team indicating a problem with account or session lifecycle management.,,,,,,,
652,harness,https://github.com/harness/harness/issues/652,Middleware Integration Failures in REST APIs,The API fails to add BitBucket webhooks resulting in a 500 error during integration with an external CI tool.,,,,,,,
660,harness,https://github.com/harness/harness/issues/660,"Session, Token, and Account Lifecycle Management Errors",Login with invalid credentials results in a white screen instead of displaying an error message to the user.,,,,,,,
738,harness,https://github.com/harness/harness/issues/738,"Session, Token, and Account Lifecycle Management Errors",User is unable to delete their Bitbucket-linked account resulting in a 400 error indicating a problem in the account deletion workflow.,,,,,,,
779,harness,https://github.com/harness/harness/issues/779,Middleware Integration Failures in REST APIs,The API returns a 404 error when accessing a resource with a trailing slash indicating improper URL normalization or routing in the middleware.,,,,,,,
914,harness,https://github.com/harness/harness/issues/914,Schema and Payload Validation Errors in POST APIs,The issue is caused by commit messages exceeding the VARCHAR(255) schema limit resulting in database insert errors.,,,,,,,
942,harness,https://github.com/harness/harness/issues/942,Schema and Payload Validation Errors in POST APIs,Drone rejects Gitlab webhooks with 400 Bad Request due to unrecognized payload format from updated Gitlab versions.,,,,,,,
983,harness,https://github.com/harness/harness/issues/983,Authentication and Token Management Errors,User is unable to authenticate with GitHub and receives an HTTP 400 error after the OAuth redirect indicating a failure in the authentication flow.,,,,,,,
1005,harness,https://github.com/harness/harness/issues/1005,Schema and Payload Validation Errors in POST APIs,"API rejects Gitlab webhook POST due to the presence of an unexpected ""object_kind"" field in the JSON payload.",,,,,,,
1022,harness,https://github.com/harness/harness/issues/1022,Schema and Payload Validation Errors in POST APIs,The API fails with a 500 error when receiving params as JSON instead of the expected YAML string indicating a payload format validation issue.,,,,,,,
1086,harness,https://github.com/harness/harness/issues/1086,Middleware Integration Failures in REST APIs,Activating Drone integration with GitLab returns a 500 error during REST API interaction between Drone and GitLab.,,,,,,,
1173,harness,https://github.com/harness/harness/issues/1173,Schema and Payload Validation Errors in POST APIs,The issue highlights inconsistent JSON field naming which affects schema consistency and payload validation in the REST API.,,,,,,,
1198,harness,https://github.com/harness/harness/issues/1198,Middleware Integration Failures in REST APIs,Stack trace shows a nil pointer dereference in the GitHub plugin during a DELETE API call indicating a failure in REST API integration with external middleware.,,,,,,,
1280,harness,https://github.com/harness/harness/issues/1280,Environment-Specific Behavior and Configuration Bugs,User encounters a 500 error when activating a BitBucket repository despite correct permissions indicating an environment-specific integration or configuration issue.,,,,,,,
1701,harness,https://github.com/harness/harness/issues/1701,Middleware Integration Failures in REST APIs,Relative avatar_url from Gogs API is incorrectly resolved by Drone causing broken images during REST API integration.,,,,,,,
1775,harness,https://github.com/harness/harness/issues/1775,Authentication and Token Management Errors,OAuth2 authorization code grant errors are not properly handled causing authentication failures and redirect loops.,,,,,,,
2010,harness,https://github.com/harness/harness/issues/2010,Schema and Payload Validation Errors in POST APIs,The issue is caused by a malformed .drone.yml file resulting in a 400 error response without clear feedback on the schema violation.,,,,,,,
2154,harness,https://github.com/harness/harness/issues/2154,Schema and Payload Validation Errors in POST APIs,"Webhook payload parsing fails because the API expects the ""labels"" field as a string but receives an array of objects causing a JSON unmarshal error.",,,,,,,
2251,harness,https://github.com/harness/harness/issues/2251,Environment-Specific Behavior and Configuration Bugs,/api/info/queue reports running builds when /api/builds shows none indicating inconsistent API state under the current environment or configuration.,,,,,,,
2524,harness,https://github.com/harness/harness/issues/2524,Middleware Integration Failures in REST APIs,Error message indicates the agent is receiving HTML instead of JSON when trying to get a queue item suggesting a failure in REST API integration or response handling.,,,,,,,
2525,harness,https://github.com/harness/harness/issues/2525,Middleware Integration Failures in REST APIs,The agent receives an unexpected HTML response instead of JSON from the POST /rpc/v1/request API indicating a failure in integration between the agent and the backend service.,,,,,,,
2538,harness,https://github.com/harness/harness/issues/2538,"Session, Token, and Account Lifecycle Management Errors",Login fails with a generic error message when using an unverified email which is an account lifecycle issue.,,,,,,,
2643,harness,https://github.com/harness/harness/issues/2643,Environment-Specific Behavior and Configuration Bugs,API returns a 404 error only when activating Drone with a sub-project in a Gitlab environment indicating configuration-specific failure.,,,,,,,
2650,harness,https://github.com/harness/harness/issues/2650,Environment-Specific Behavior and Configuration Bugs,Activating a Bitbucket repository fails with a 404 error only in the user's specific private Bitbucket and Docker environment.,,,,,,,
2710,harness,https://github.com/harness/harness/issues/2710,Environment-Specific Behavior and Configuration Bugs,Accessing Gitlab projects within subgroups returns 404 indicating the API fails under specific Gitlab subgroup configurations.,,,,,,,
2943,harness,https://github.com/harness/harness/issues/2943,Environment-Specific Behavior and Configuration Bugs,Secret removal returns 404 despite successful addition indicating inconsistent API behavior under specific usage scenario.,,,,,,,
3274,harness,https://github.com/harness/harness/issues/3274,Authentication and Token Management Errors,OAuth token exchange fails due to incorrect HTTP method used for the access token endpoint.,,,,,,,
3420,harness,https://github.com/harness/harness/issues/3420,Schema and Payload Validation Errors in POST APIs,The API rejects the POST request due to a SHA mismatch in the payload indicating a schema or validation requirement for the sha field.,,,,,,,
5251,hummingbot,https://github.com/hummingbot/hummingbot/issues/5251,Schema and Payload Validation Errors in POST APIs,API request fails because the payload includes an invalid 'price' field with value 'NaN' which violates Binance's schema requirements.,,,,,,,
5273,hummingbot,https://github.com/hummingbot/hummingbot/issues/5273,Authentication and Token Management Errors,"Error message ""Invalid KC-API-SIGN"" indicates failure in API authentication when fetching trading fees from KuCoin.",,,,,,,
182,hydrus,https://github.com/HTTP-APIs/hydrus/issues/182,Environment-Specific Behavior and Configuration Bugs,The server endpoint URL does not specify the port number which causes clients to fail connecting depending on the environment configuration.,,,,,,,
429,hydrus,https://github.com/HTTP-APIs/hydrus/issues/429,Schema and Payload Validation Errors in POST APIs,The API returns JSON-LD responses with incomplete or incorrect context mappings causing clients to be unable to parse or validate the payload as RDF.,,,,,,,
462,hydrus,https://github.com/HTTP-APIs/hydrus/issues/462,Runtime and Dependency Errors,String formatting in the API response header is incorrect due to a refactoring mistake which can cause runtime errors when constructing the Location header.,,,,,,,
37,kafka-rest,https://github.com/confluentinc/kafka-rest/issues/37,Middleware Integration Failures in REST APIs,API fails to handle a specific exception from the underlying consumer connector resulting in an incorrect HTTP 500 response.,,,,,,,
65,kafka-rest,https://github.com/confluentinc/kafka-rest/issues/65,"Session, Token, and Account Lifecycle Management Errors",Creating two consumer instances with the same ID causes a hang due to improper handling of consumer instance lifecycle and naming conflicts.,,,,,,,
77,kafka-rest,https://github.com/confluentinc/kafka-rest/issues/77,Runtime and Dependency Errors,The issue is caused by a missing Scala method at runtime indicating a mismatch between compile-time and runtime Scala library versions.,,,,,,,
118,kafka-rest,https://github.com/confluentinc/kafka-rest/issues/118,Schema and Payload Validation Errors in POST APIs,Sending Avro messages with a key via the REST API fails with HTTP 500 while sending without a key works indicating a schema or payload handling issue in the API.,,,,,,,
341,kafka-rest,https://github.com/confluentinc/kafka-rest/issues/341,Index and Cluster Coordination Failures,Multiple consumer instances in the same group experience long delays in message reads indicating issues with partition assignment or group coordination in the distributed system.,,,,,,,
475,kafka-rest,https://github.com/confluentinc/kafka-rest/issues/475,Query Filter and Search Parameter Handling Errors,GET request with offset and count parameters returns incorrect messages when topic data is compressed indicating improper handling of query parameters with compressed data.,,,,,,,
3033,label-studio,https://github.com/HumanSignal/label-studio/issues/3033,"Session, Token, and Account Lifecycle Management Errors",The issue occurs after refreshing the token which causes the example curl command to be incorrectly formatted and unusable.,,,,,,,
3649,label-studio,https://github.com/HumanSignal/label-studio/issues/3649,Query Filter and Search Parameter Handling Errors,The issue is caused by the page_size query parameter not being correctly passed or handled resulting in incorrect pagination and filtering of projects.,,,,,,,
461,localsend,https://github.com/localsend/localsend/issues/461,Volume and File Upload/Access Errors,Android phones cannot send files to the PC and a 500 Internal Server Error occurs during file transfer attempts.,,,,,,,
1777,localsend,https://github.com/localsend/localsend/issues/1777,Volume and File Upload/Access Errors,Error occurs when accessing a shared text file via link due to a mismatch in content length during HTTP file transfer resulting in an empty response.,,,,,,,
18,management-api-for-apache-cassandra,https://github.com/k8ssandra/management-api-for-apache-cassandra/issues/18,Environment-Specific Behavior and Configuration Bugs,Error occurs due to conflict between Unix socket and TCP socket configurations leading to duplicate node keys in the driver.,,,,,,,
27288,mastodon,https://github.com/mastodon/mastodon/issues/27288,Query Filter and Search Parameter Handling Errors,The error occurs when using the activity=dormant query parameter which consistently results in a server error page.,,,,,,,
27305,mastodon,https://github.com/mastodon/mastodon/issues/27305,Environment-Specific Behavior and Configuration Bugs,Post truncation occurs only after upgrading to Mastodon 4.2.x and not in previous versions indicating a behavior change tied to a specific environment or configuration.,,,,,,,
28003,mastodon,https://github.com/mastodon/mastodon/issues/28003,Environment-Specific Behavior and Configuration Bugs,Error occurs when muting users specifically on certain Mastodon instances and browser environment despite the action succeeding.,,,,,,,
28233,mastodon,https://github.com/mastodon/mastodon/issues/28233,Runtime and Dependency Errors,"LinkCrawlWorker crashes with NoMethodError when oEmbed JSON response is the string ""null"" causing a nil dereference at runtime.",,,,,,,
28381,mastodon,https://github.com/mastodon/mastodon/issues/28381,Query Filter and Search Parameter Handling Errors,The API returns a 500 error due to an ambiguous column in the SQL ORDER BY clause triggered by specific query parameters.,,,,,,,
28539,mastodon,https://github.com/mastodon/mastodon/issues/28539,Environment-Specific Behavior and Configuration Bugs,Streaming API endpoint returns a 301 redirect to localhost only when running under the Vagrant development environment.,,,,,,,
29071,mastodon,https://github.com/mastodon/mastodon/issues/29071,Schema and Payload Validation Errors in POST APIs,The API returns Suggestion.source as an array of strings instead of the documented string type causing schema decoding failures for clients.,,,,,,,
29127,mastodon,https://github.com/mastodon/mastodon/issues/29127,Schema and Payload Validation Errors in POST APIs,The API rejects creation of a domain block for a subdomain due to stricter validation logic than the Admin UI resulting in inconsistent behavior.,,,,,,,
30039,mastodon,https://github.com/mastodon/mastodon/issues/30039,Middleware Integration Failures in REST APIs,Idempotency-Key header is ignored in POST /api/v1/statuses causing duplicate scheduled posts indicating a failure in REST API middleware handling of idempotency.,,,,,,,
30103,mastodon,https://github.com/mastodon/mastodon/issues/30103,"Session, Token, and Account Lifecycle Management Errors",Multiple push notification subscriptions are not properly replacing previous ones as documented leading to duplicate notifications for the same account session.,,,,,,,
30860,mastodon,https://github.com/mastodon/mastodon/issues/30860,Query Filter and Search Parameter Handling Errors,"The API incorrectly parses or breaks URLs containing an @ character, causing the link to be malformed and not recognized as a valid URL.",,,,,,,
31091,mastodon,https://github.com/mastodon/mastodon/issues/31091,Schema and Payload Validation Errors in POST APIs,"outbox.json contains duplicate ""orderedItems"" keys which violates JSON schema expectations for unique object keys.",,,,,,,
32540,mastodon,https://github.com/mastodon/mastodon/issues/32540,Middleware Integration Failures in REST APIs,Streaming healthcheck endpoint is missing cache control headers causing improper caching by intermediaries such as proxies or CDNs.,,,,,,,
33109,mastodon,https://github.com/mastodon/mastodon/issues/33109,Job Execution and Workflow Configuration Defects,Job fails to process updates when encountering unresolvable mentions due to unreachable domains causing workflow interruption.,,,,,,,
33357,mastodon,https://github.com/mastodon/mastodon/issues/33357,Environment-Specific Behavior and Configuration Bugs,"The API returns incorrect last usage dates for featured hashtags only when querying remote users, indicating the defect is specific to cross-instance or federated environment behavior.",,,,,,,
33742,mastodon,https://github.com/mastodon/mastodon/issues/33742,Query Filter and Search Parameter Handling Errors,Language filtering logic is inconsistent between streaming and REST APIs resulting in different posts being returned for the same filter settings.,,,,,,,
1197,Mobile-Security-Framework-MobSF,https://github.com/MobSF/Mobile-Security-Framework-MobSF/issues/1197,Volume and File Upload/Access Errors,The API allows arbitrary file reading via crafted GET requests to /ViewFile which is a file access vulnerability.,,,,,,,
2043,Mobile-Security-Framework-MobSF,https://github.com/MobSF/Mobile-Security-Framework-MobSF/issues/2043,Volume and File Upload/Access Errors,Uploading an .apks file via the API to the /scan endpoint results in a 500 error due to missing handling for the .apks file type in the static analysis code.,,,,,,,
2424,Mobile-Security-Framework-MobSF,https://github.com/MobSF/Mobile-Security-Framework-MobSF/issues/2424,Schema and Payload Validation Errors in POST APIs,The API fails to handle numeric bundleIds due to an overly restrictive regex pattern that does not accept numeric-only values.,,,,,,,
2432,Mobile-Security-Framework-MobSF,https://github.com/MobSF/Mobile-Security-Framework-MobSF/issues/2432,Schema and Payload Validation Errors in POST APIs,The Frida API Monitor API returns a response with status 'ok' but an error message indicating a mismatch between the expected and actual response payload structure.,,,,,,,
2464,Mobile-Security-Framework-MobSF,https://github.com/MobSF/Mobile-Security-Framework-MobSF/issues/2464,Schema and Payload Validation Errors in POST APIs,The status field in the API response has inconsistent types which breaks JSON mapping and schema validation.,,,,,,,
40,modular-monolith-with-ddd,https://github.com/kgrzybek/modular-monolith-with-ddd/issues/40,Schema and Payload Validation Errors in POST APIs,The issue concerns incorrect usage of the Problem Details response fields which violates RFC7807 schema expectations for error payloads.,,,,,,,
241,mygpo,https://github.com/gpodder/mygpo/issues/241,Query Filter and Search Parameter Handling Errors,Server error occurs because the search query parameter exceeds the allowed database field length causing a value too long error.,,,,,,,
574,mygpo,https://github.com/gpodder/mygpo/issues/574,Runtime and Dependency Errors,500 error on logout is linked to an outdated memcached client dependency as indicated by the suggested fix.,,,,,,,
18363,netbox,https://github.com/netbox-community/netbox/issues/18363,Schema and Payload Validation Errors in POST APIs,API POST request to create a MAC address fails with a 400 error indicating a schema validation issue for the assigned_object_id field.,,,,,,,
18368,netbox,https://github.com/netbox-community/netbox/issues/18368,Schema and Payload Validation Errors in POST APIs,The API does not allow creation or retrieval of tags on MAC addresses while the web UI does indicating a mismatch in supported fields or schema between UI and API.,,,,,,,
18447,netbox,https://github.com/netbox-community/netbox/issues/18447,Query Filter and Search Parameter Handling Errors,"Sorting by the ""mac address"" field in the interfaces tab triggers a server error because the field is not recognized as a valid query parameter.",,,,,,,
18585,netbox,https://github.com/netbox-community/netbox/issues/18585,Query Filter and Search Parameter Handling Errors,Filtering circuits by location_id parameter returns all circuits instead of only the attached ones.,,,,,,,
18669,netbox,https://github.com/netbox-community/netbox/issues/18669,Schema and Payload Validation Errors in POST APIs,When the custom_fields section is present in the POST body the API ignores default values for unspecified custom fields leading to incorrect payload handling.,,,,,,,
18845,netbox,https://github.com/netbox-community/netbox/issues/18845,Query Filter and Search Parameter Handling Errors,"Sorting devices by the ""name"" field via query parameters results in a server error due to incorrect field resolution.",,,,,,,
18872,netbox,https://github.com/netbox-community/netbox/issues/18872,Schema and Payload Validation Errors in POST APIs,The JournalEntry API serializer does not require the kind field even though the model defines a default and expects it to be present.,,,,,,,
18887,netbox,https://github.com/netbox-community/netbox/issues/18887,Schema and Payload Validation Errors in POST APIs,The API fails with an AttributeError because it receives a VMInterface object instead of the expected data dictionary during validation when saving a custom field via the API.,,,,,,,
18991,netbox,https://github.com/netbox-community/netbox/issues/18991,Runtime and Dependency Errors,An AttributeError is raised in the REST API when accessing the paths endpoint for ports indicating a runtime issue introduced by a recent code change.,,,,,,,
11,nocodb,https://github.com/nocodb/nocodb/issues/11,Environment-Specific Behavior and Configuration Bugs,The 404 error on the /dynamic endpoint suggests the API route is not available or configured in the user's local environment despite correct Node and MySQL versions.,,,,,,,
24,nocodb,https://github.com/nocodb/nocodb/issues/24,Query Filter and Search Parameter Handling Errors,Selecting columns with duplicate names in join queries does not return all requested fields and lacks aliasing support leading to unexpected results.,,,,,,,
33,nocodb,https://github.com/nocodb/nocodb/issues/33,Query Filter and Search Parameter Handling Errors,API returns default page size instead of error when _size parameter exceeds system limit and does not enforce documented maximum.,,,,,,,
40,nocodb,https://github.com/nocodb/nocodb/issues/40,Environment-Specific Behavior and Configuration Bugs,APIs are generated incorrectly with table name 'undefined' despite correct tables being present indicating a bug triggered by specific environment or configuration.,,,,,,,
65,nocodb,https://github.com/nocodb/nocodb/issues/65,Query Filter and Search Parameter Handling Errors,The user receives a 404 error when using specific xjoin query parameters to join two tables indicating an issue with how the API handles or interprets query parameters.,,,,,,,
238,nocodb,https://github.com/nocodb/nocodb/issues/238,Environment-Specific Behavior and Configuration Bugs,The server fails to restart when an invalid MinIO endpoint is configured indicating a bug triggered by specific environment settings.,,,,,,,
241,nocodb,https://github.com/nocodb/nocodb/issues/241,Authentication and Token Management Errors,The signup process fails and the button freezes due to a 404 error on the /api/v1/auth/refresh-token endpoint indicating a problem with authentication or token management.,,,,,,,
