issue_url,patched_file_types,text_for_topic_modeling,topic
https://github.com/ansible/awx/issues/8838," test-file,source-file , source-file , other-file , test-file ",next inventory delete hits wrong endpoint type bug report summary inventory delete hits wrong endpoint delete scm inventory job page fails inventory shouldnt deleting inventory deleting environment also thats right number inventory inventory screen shot https user images githubusercontent aff cbd png,1
https://github.com/ansible/awx/issues/5028," source-file,source-file ",creating notification templates bad message format shell notification templates create name testing organization default notification type webhook messages success notification configuration url http example headers img width alt image https user images githubusercontent dea ffa png,1
https://github.com/ansible/awx/issues/6362," test-file,source-file , source-file ",edit inventory type bug report summary edit inventory inventory prompt launch environment install method docker mac ansible operating system mojave web browser chrome steps reproduce create inventory click prompt launch checkbox back edit inventory keep inventory field empty prompt launch checked expected results saved actual results see saved returns,1
https://github.com/ansible/awx/issues/4907," source-file,source-file ",inventory updates project updates deployed container groups report execution node type bug report summary briefly describe known https github ansible resolved follow inventory updates need tower node happen even deployed container group way figure api tower node deployed connected fact designated controller node container groups solving may help regardless currently inventory deployed container group show container group inventory execution node controller node unclear actually ran steps reproduce please describe exactly reproduce create working container group create organization assign container group organization instance group create inventory inventory create project launch inventory project expected results expect happen running steps one tower nodes shown execution node actual results actually happened execution node container group shown,1
https://github.com/ansible/awx/issues/10879," source-file,source-file ",errors caused social auth organization team mapping users unable login please confirm following agree follow project conduct http docs ansible ansible latest community conduct html checked current issues https github ansible issues duplicates understand open software provided free entitled status updates assurances summary attempting configure social organization team mapping prevents social auth users logging web postgres show errors organization map team map reverted default empty user able login installation method kubernetes modifications yes ansible response operating system response web browser chrome steps reproduce fresh installation via operator create preload data false log admin configure github organization oauth social auth configure team maps json social auth github callback url https install sso complete github social auth github key redacted social auth github secret encrypted social auth github organization map null social auth github team map null validate step configs logging via github social auth log login admin configure team maps tried global github specific configs json social auth github callback url https install sso complete github social auth github key redacted social auth github secret encrypted social auth github name myorg social auth github organization map myorg users example admins admin example users true admins true social auth github team map operations team true organization myorg users example attempt login user get redirected login page observe web postgres logs expected results organizations specified valid social auth map created automatically teams specified valid social auth team map created automatically users able login specified social auth team maps actual results user able login following map configuration organization teams created behalf postgres errors bash utc statement insert organizationgalaxycredentialmembership organization credential position values null null returning organizationgalaxycredentialmembership utc null value column credential violates null constraint utc detail failing row contains null null web errors acd social null value column credential violates null constraint detail failing row contains null null additional information installed via operator create preload data false prior opening also attempted success,1
https://github.com/ansible/awx/issues/10008," test-file,source-file ",tower job launch tags properly passed api type bug report summary tower job launch launch job workflowtemplate pass tags job launch ignored expectations tasks executed provided tags environment tower ansible ansible operating system rhel steps reproduce create playbook similar hosts localhost gather facts environment tower username input tower username tower host input tower host tower password input tower user password vars ansible connection local tasks name launch job template tag remote tower instance tower job launch job template template inventory inventory tags example tag create second playbook named template two random tasks one needs tagged example tag expected results task tagged example tag executed actual results tasks executed additional information occurs tower job launch https github ansible blob devel collection plugins modules tower job launch passes wrong post data api tags provided key job tags found api documentation https docs ansible ansible tower latest html towerapi api ref html job templates job templates job templates launch read certainly module passes tags key tags wrong think follwing needs adjusted https github ansible blob devel collection plugins modules tower job launch correct optional args job tags module params get tags suggestion monday report result,1
https://github.com/ansible/awx/issues/6520,test-file,logout button api next work type bug report summary click logout button api next makes get instead post due thrown steps reproduce https localhost api click logout button img width alt screen shot https user images githubusercontent png expected results logout successfull actual results thrown img width alt screen shot https user images githubusercontent png,4
https://github.com/ansible/awx/issues/6225,source-file,ask variables launch type ask variables launch set true still getting undefined variable summary created job template via api set ask variables launch value true though setting value true playbook fails execution saying undefined variable environment tower cli api install method installation without docker centos ansible operating system centos linux core web browser google chrome official bit steps reproduce created job template sample verify values sample job template project inventory playbook attributes corresponding values values observed sample job template create new job template via apiv set value ask variables launch true api url http server api job templates expected results set value ask variables launch true able execute playbook passing extra variable launch playbook via survey well actual results msg task includes option undefined variable ansible utils unsafe proxy ansibleunsafetext object attribute user nthe appears tmp ahs izp project useradd yml column may nbe elsewhere depending exact syntax nthe offending appears tasks name adding users ansible log false occurred value ask variables launch set false additional information image https user images githubusercontent png image https user images githubusercontent png,1
https://github.com/ansible/awx/issues/5964,source-file,kit provides bad message type bug report summary authentication fails kit gives cryptic message environment devel install method mac ansible operating system mac web browser steps reproduce attempt login bad credentials expected results unauthorized unauthorized received detail authentication credentials provided establish login session visit api login actual results typeerror supported instances unauthorized int additional information akit base url httsp creds credentials vault load resources,1
https://github.com/ansible/awx/issues/11523," source-file,source-file ",api ping returning wrong value heartbeat field please confirm following agree follow project conduct http docs ansible ansible latest community conduct html checked current issues https github ansible issues duplicates understand open software provided free entitled status updates assurances summary summary believe behavior two endpoints api ping api instances return different values heartbeat like field consistent think api ping heartbeat field mapped last health check field instance model details aap tower api ping response heartbeat field mapped instance modified value heartbeat field response returning new updated value every minute var venv python site packages api views root class apiv pingview apiview def get self format none instance instance objects response instances append dict node instance hostname uuid instance uuid heartbeat instance modified capacity instance capacity instance case anymore aap ansible automation platform controller see aap ansible automation platform controller api ping heartbeat field still mapped modified last seen last health check introduced purpose var venv python site packages api views root class apiv pingview apiview simple view reports basic information instance acceptable public information def get self format none instance instance objects response instances append dict heartbeat instance modified api ping return new value every minute return new value user fiddles manually instance properties administration instance group instance group instance page etc said aap ansible automation platform controller api instances return correctly fields including last seen last health check updated every minute expected back last seen last health check field instance model red hat downstream aap installation method docker linux modifications ansible ansible automation platform controller operating system linux rhel web browser firefox steps reproduce access https url api ping compare response one https api instances heartbeat value ping endpoint older value instances endpoint expected results heartbeat value ping endpoint match last seen last health check values instances endpoint results sure last seen tests said field always value last health check field far actual results heartbeat value ping endpoint older value instances endpoint additional information likely related https github ansible tower likely related https github ansible issues,1
https://github.com/ansible/awx/issues/9222," test-file , test-file,source-file , source-file ",passing bad lookup type modifier api triggers type bug report summary send like api jobs iexact img width alt screen shot https user images githubusercontent png iexact supported field hoping nice says modifier supported impetuous came https github ansible issues advanced search allows user select static list modifiers advanced section left open enhancement attempt trim list modifiers work particular field,-1
https://github.com/nopSolutions/nopCommerce/issues/7314,other-file,repostpayment fails system invalidoperationexception headers read response already started steps reproduce calling repostpayment fails system invalidoperationexception headers read response already started microsoft aspnetcore server kestrel core internal http httpheaders throwheadersreadonlyexception microsoft aspnetcore server kestrel core internal http httpresponseheaders microsoft aspnetcore http iheaderdictionary set contenttype stringvalues value microsoft aspnetcore http defaulthttpresponse set contenttype string value microsoft aspnetcore mvc infrastructure contentresultexecutor executeasync actioncontext context contentresult result microsoft aspnetcore mvc infrastructure resourceinvoker invokenextresultfilterasync awaited tfilter tfilterasync resourceinvoker invoker task lasttask state next scope scope object state boolean iscompleted microsoft aspnetcore mvc infrastructure resourceinvoker rethrow resultexecutedcontextsealed context microsoft aspnetcore mvc infrastructure resourceinvoker resultnext tfilter tfilterasync state next scope scope object state boolean iscompleted microsoft aspnetcore mvc infrastructure resourceinvoker invokeresultfilters end stack trace previous location https github nopsolutions blob beedc bfb presentation nop web controllers ordercontroller write form body https github nopsolutions blob beedc bfb presentation nop web controllers ordercontroller set content type header content redirected consider return new emptyresult instead content redirected along adding noscript wrapped text please enable javascript similar remotepost https github nopsolutions blob beedc bfb presentation nop web framework remotepost,-1
https://github.com/nopSolutions/nopCommerce/issues/183,other-file,general serialization issues admin area long json return get exception http www boards blog posts appearing admin screen aspx however adding override basecontroller cases need content first place protected override jsonresult json object data string contenttype encoding contentencoding jsonrequestbehavior behavior return new jsonresult data data contenttype contenttype contentencoding contentencoding jsonrequestbehavior behavior maxjsonlength int maxvalue http www boards blog posts appearing admin screen aspx,2
https://github.com/nopSolutions/nopCommerce/issues/7490," other-file ,other-file , other-file",messages showing uploading pictures product steps reproduce json responses containing message displayed client side picture uploading fails,-1
https://github.com/nopSolutions/nopCommerce/issues/3376,other-file,advance search working steps reproduce demo store type apple search box click search button page url http demo search apple check advanced search checkbox click search button page url http demo search apple adv true cid mid adv false isc false sid false select option catalog selector sort option page size display mode throw selected sort name http demo search apple adv true false cid mid isc false sid false orderby message unhandled exception occurred processing formatexception string recognized valid boolean bool parse readonlyspan char value formatexception true false valid value boolean nop web framework infrastructure extensions applicationbuilderextensions usenopexceptionhandler httpcontext context applicationbuilderextensions last url parameter adv adv true false selected option search product descriptions true parameter sid true false looked found input tag input asp sid generate two times input image advance search https user images githubusercontent png,11
https://github.com/Netflix/zuul/issues/13," source-file,other-file , source-file ",default response requests processed default response returning potential mask issues routing filter changes making default response status allow finding issues earlier proxied backend status proxy action set based response backend however filter static response filter response never enters route proxy filter process empty response sent changes need made prevent happening,-1
https://github.com/MobSF/Mobile-Security-Framework-MobSF/issues/2424," other-file , other-file,source-file , source-file ",allow numeric bundleids ios environment macos sonoma running docker python mobsf explanation uploading ios numeric bundleid result issues opening recent scans message already stating used regex capable finding numeric bundleids steps reproduce upload ipa numeric bundleid open mobsf interface click recent scans observe server log sep sep ajin abraham opensecurity sep mobile security framework sep api key read environment variable rest api key default credentials mobsf mobsf sep environment linux ubuntu jammy jellyfish linux linuxkit aarch glibc sep mobsf basic environment check sep checking sep updates available sep api key read environment variable sep internal server recent scans traceback recent call last local python dist packages django core handlers exception inner response get response local python dist packages django core handlers base get response response wrapped callback callback args callback kwargs home mobsf mobile security framework mobsf mobsf mobsf views authentication wrapper return func args kwargs local python dist packages django contrib auth decorators wrapper view return view func args kwargs home mobsf mobile security framework mobsf mobsf mobsf views home recent scans return render template context local python dist packages django shortcuts render content loader render string template name context local python dist packages django template loader render string return template render context local python dist packages django template backends django render return self template render context local python dist packages django template base render return self render context local python dist packages django template base render return self nodelist render context local python dist packages django template base render return safestring join node render annotated context node self local python dist packages django template base listcomp return safestring join node render annotated context node self local python dist packages django template base render annotated return self render context local python dist packages django template loader tags render return compiled parent render context local python dist packages django template base render return self nodelist render context local python dist packages django template base render return safestring join node render annotated context node self local python dist packages django template base listcomp return safestring join node render annotated context node self local python dist packages django template base render annotated return self render context local python dist packages django template loader tags render result block nodelist render context local python dist packages django template base render return safestring join node render annotated context node self local python dist packages django template base listcomp return safestring join node render annotated context node self local python dist packages django template base render annotated return self render context local python dist packages django template defaulttags render nodelist append node render annotated context local python dist packages django template base render annotated return self render context local python dist packages django template defaulttags render return nodelist render context local python dist packages django template base render return safestring join node render annotated context node self local python dist packages django template base listcomp return safestring join node render annotated context node self local python dist packages django template base render annotated return self render context local python dist packages django template defaulttags render return nodelist render context local python dist packages django template base render return safestring join node render annotated context node self local python dist packages django template base listcomp return safestring join node render annotated context node self local python dist packages django template base render annotated return self render context local python dist packages django template defaulttags render return nodelist render context local python dist packages django template base render return safestring join node render annotated context node self local python dist packages django template base listcomp return safestring join node render annotated context node self local python dist packages django template base render annotated return self render context local python dist packages django template defaulttags render url reverse view name args args kwargs kwargs current app current app local python dist packages django urls base reverse return resolver reverse prefix view prefix args kwargs local python dist packages django urls resolvers reverse prefix raise noreversematch msg django urls exceptions noreversematch reverse ios view report keyword arguments bundle found pattern tried ios view report bundle,-1
https://github.com/MobSF/Mobile-Security-Framework-MobSF/issues/2043," container-file , config-file , documentation-file ,source-file , source-file , other-file , other-file, test-file ",mobsf static analysis fails apks upload via api important issues reporting bugs feature requests questions queries discussions use slack channel limited join mobsf slack channel https join slack mobsf shared invite nfus hmcgrwzm lyy oxsihnolq see errors running setup scripts mostly installed required dependencies correctly look errors figure causing solve accordingly make sure installed required dependencies correct versions per latest documentation still find dead end join mobsf slack channel https join slack mobsf shared invite nfus hmcgrwzm lyy oxsihnolq please post help github issues definitely waste time get closed without response environment ubuntu lts gnu linux generic python python mobsf explanation mobsf via git clone latest pulled attempting upload apks via curl scan endpoint returned logs according releases page https github mobsf mobile security framework mobsf releases apks format supported since beta looking changes appears api static analysis get updated addition apks files mostly curious intentional mistake see errors running setup scripts join mobsf slack channel https bit mcmnox get limited steps reproduce upload apks curl api scan scan type apks view mobsf logs log oct esc mesc mmobile security framework betaesc oct linux oct platform linux generic glibc oct dist ubuntu jammy jellyfish oct mobsf basic environment check warning oct dynamic analysis related functions work make sure genymotion android android studio emulator running performing dynamic analysis oct checking oct updates available oct internal server api scan traceback recent call last opt mobile security framework mobsf venv python site packages django core handlers exception inner response get response opt mobile security framework mobsf venv python site packages django core handlers base get response response wrapped callback callback args callback kwargs opt mobile security framework mobsf mobsf mobsf views helpers wrapper return func args kwargs opt mobile security framework mobsf venv python site packages django views decorators csrf wrapped view return view func args kwargs opt mobile security framework mobsf mobsf mobsf views api api static analysis api scan return response unboundlocalerror local variable response referenced assignment posting bug comments show submit github issues feature requests discussions questions questions use slack channel join mobsf slack channel https bit mcmnox reproduce latest much detail possible search repository top page fixed reported already open bug also provide additional information requested failure days result closure bug without communication,-1
https://github.com/MobSF/Mobile-Security-Framework-MobSF/issues/1197," source-file,source-file , source-file ",security local reading regression important see errors running setup scripts mostly installed required dependencies correctly look errors figure causing solve accordingly make sure installed required dependencies correct versions per latest documentation still find dead end join mobsf slack channel http tiny mobsf please post help github issues definitely waste time get closed without response environment docker latest explanation possible read system steps reproduce poc specify absolute path get viewfile etc passwd type ios http host upgrade insecure requests user agent mozilla linux applewebkit khtml like gecko chrome safari autochrome blue accept text html application xhtml xml application xml image webp image apng application signed exchange accept encoding gzip deflate accept language connection close poc specify path instead real get viewfile etc passwd type ios http host upgrade insecure requests user agent mozilla linux applewebkit khtml like gecko chrome safari autochrome blue accept text html application xhtml xml application xml image webp image apng application signed exchange accept encoding gzip deflate accept language connection close,-1
https://github.com/MobSF/Mobile-Security-Framework-MobSF/issues/2432," container-file , config-file ,test-file , documentation-file , source-file , other-file , config-file, test-file ",frida api monitor api responding message response important issues reporting bugs feature requests questions queries discussions use slack channel limited join mobsf slack channel https join slack mobsf shared invite huaz ifvilv xthx rghw see errors running setup scripts mostly installed required dependencies correctly look errors figure causing solve accordingly make sure installed required dependencies correct versions per latest documentation still find dead end join mobsf slack channel https join slack mobsf shared invite huaz ifvilv xthx rghw please post help github issues definitely waste time get closed without response environment ubuntu python mobsf explanation write method start frida instrumentation def start frida instrument host url api key hash default hooks api monitor ssl pinning bypass root bypass debugger check bypass auxiliary hooks frida start frida monitor api runtime param host url param api key param hash return print starting frida api instrument api url host url api frida instrument headers authorization api key data hash hash default hooks default hooks auxiliary hooks auxiliary hooks frida frida response requests post api url headers headers data data response status return response json else return response json status response status except exception return str however execute method response message failed instrument app status methods use follows def upload host url api key path upload apk server param host url port server param api key api key mobsf param path path apk return print uploading multipart data multipartencoder fields path open path application octet stream headers content type multipart data content type authorization api key response requests post host url api upload data multipart data headers headers return response text def scan host url api key hash print starting static scan api url host url api scan headers authorization api key data hash hash response requests post api url headers headers data data response status return response json else return response text status response status except exception return str def start dynamic analysis host url api key hash install install start dynamic analysis param host url param api key param hash param install param install return print starting dynamic analysis probably several minutes api url host url api dynamic start analysis headers authorization api key data hash hash install install install install response requests post api url headers headers data data response status return response json else print response json status response status return none except exception return none see errors running setup scripts join mobsf slack channel https join slack mobsf shared invite huaz ifvilv xthx rghw get limited steps reproduce upload apk via api scan apk get hash start dynamic analysis via api start frida instrument method log log follows oct completed resuming https proxy oct installing mobsf rootca oct starting https proxy oct starting instrumentation oct frida server already running oct spawning footballstadiumdesign lukoni oct internal server api frida api monitor oct frida loaded frida script debugger check bypass oct frida loaded frida script root bypass oct frida loaded frida script ssl pinning bypass oct frida loaded frida script api monitor oct frida ssl pinning bypass okhttp certificatepinner found oct frida ssl pinning bypass okhttp certificatepinner found oct frida ssl pinning bypass datatheorem trustkit found oct frida ssl pinning bypass appcelerator pinningtrustmanager found oct frida ssl pinning bypass apache cordova sslcertificatechecker found oct frida ssl pinning bypass wultra certstore validatefingerprint found oct frida ssl pinning bypass xutils found oct frida ssl pinning bypass httpclientandroidlib found oct frida ssl pinning bypass cronet found oct frida ssl pinning bypass certificatetransparency ctinterceptorbuilder found oct frida api monitor cannot find apache http impl client abstracthttpclient execute oct frida api monitor cannot find android okhttp internal http httpurlconnectionimpl getinputstream posting bug comments show submit github issues feature requests discussions questions questions use slack channel join mobsf slack channel https bit mcmnox reproduce latest much detail possible search repository top page fixed reported already open bug also provide additional information requested failure days result closure bug without communication,-1
https://github.com/treasure-data/digdag/issues/37," test-file , test-file,source-file , source-file ",cannot use schedule cron cat yml timezone america los angeles schedule cron echo hello world push dano cron creating archive tar archiving yml workflows status message parameter cron required set status,1
https://github.com/treasure-data/digdag/issues/658,source-file,show task log use http basic authentication show task log connected proxy server nginx restricting access http basic authentication situation always get unauthorized see left normal right proxy https user images githubusercontent ada bedb png,4
https://github.com/WP-API/WP-API/issues/1959,test-file,get media files results empty array trying fetch media files rest api restangular matter fails decided media endpoint via postman app realized although see media files json object browsers browse json media postman restangular always results empty array funny part time pulling hair getting media files files showed one refresh gone forever could bug rest plugin,5
https://github.com/WP-API/WP-API/issues/492,"other-file , other-file",api incompatible setup postdata hello api setting results setup postdata another wordpress site creates incompatibility issues following properties post versus post date versus date post content versus content post title versus title means title content etc work anymore understand desire ancient property names something makes sense breaks compatibility standard wordpress functions people expect work fixed filtering json prepare post assigning properties related closed https github api api issues,2
https://github.com/WP-API/WP-API/issues/414,other-file,getting parent post comment anything seems like intention populate parent field comment actual parent object post top level comments comment child comments however fields parent value gets overwritten end comment comment parent think logical thing put parent field anyways parent object parent object field name parent rip altogether class json response php api api blob class json posts php php post single context parent get post post post parent array fields parent prepare post parent single parent parent single context single parent context int comment comment parent parent fields array meta context single parent fields comment parent get comment post post parent fields parent prepare comment parent parent fields single parent parent fields parent int comment comment parent,-1
https://github.com/WP-API/WP-API/issues/2803," other-file , test-file , test-file,other-file ",taxonomies object returns json array object invalid query taxonomies type wingding yield default response endpoint keyed object presume object returned api consistently formed raise whether return instead invalid type property provided whether descriptive returned instead,2
https://github.com/WP-API/WP-API/issues/862,test-file,post query returns json invalid query valid query query happens results cat category posts get back json invalid query empty json list,2
https://github.com/WP-API/WP-API/issues/166," other-file ,other-file , other-file",comment endpoint throws fatal invalid comments trying grab non existent comment post like http local trunk json posts comments thrown fatal call member function format non object srv www trunk content plugins api class json posts php,2
https://github.com/WP-API/WP-API/issues/1023,other-file,comment schema return response data match schema rmccue able response format comment without updating schema api ever return response match declared schema schema somewhat contingent return produced response match schema instead malformed object note second referring fields response missing different format declared schema additional fields ignored,2
https://github.com/WP-API/WP-API/issues/2309,test-file,wrong paging retrieving categories list following requests return result per page http blog json categories page per page http blog json categories page per page http blog json categories page per page following requests work correctly http blog json categories page per page http blog json categories page per page http blog json categories page per page,2
https://github.com/WP-API/WP-API/issues/2416,other-file,include post data response object declared schema path looks like currently setup postdata post base fields every post data array post date prepare date response post post date gmt post post date date gmt prepare date response post post date gmt guid array filter documented includes post template php rendered apply filters get guid post guid raw post guid modified prepare date response post post modified gmt post post modified modified gmt prepare date response post post modified gmt password post post password slug post post name status post post status type post post type link get permalink post schema get item schema empty schema properties title data title array raw post post title rendered get title post title property schema included response however password schema properties still included response object expect response object would fields declared schema least rest api blindly database data response purposefully removed schema,2
https://github.com/WP-API/WP-API/issues/91,"other-file , other-file",raw data goes unused sent endpoint class json server php dispatching callbacks endpoint expects raw data data end going unused breaking endpoint php elseif supported self accept raw data get raw data,2
https://github.com/WP-API/WP-API/issues/90," other-file ,other-file , other-file",json customposttype accept json editing creating posts title says,2
https://github.com/WP-API/WP-API/issues/2587,"other-file , other-file",registered date type date time schema users returns registered date description registration date resource type date time context edit readonly true according json schema type date time valid type brakes parsers string format date time ref http json schema latest json schema core html anchor http json schema latest json schema validation html anchor example registered date description registration date resource type string format date time context edit readonly true,2
https://github.com/WP-API/WP-API/issues/2616," test-file,other-file ",boolean args fail validation rest validate arg cannot use bool conditional validate argument either true false query string url example https demo api json categories hide empty true parsed string means always get rest invalid param message invalid parameter hide empty data status params hide empty hide empty type boolean,2
https://github.com/WP-API/WP-API/issues/164," other-file ,other-file , other-file",revisions endpoint working post revisions get returns information post http local trunk json posts get outputs simply null http local trunk json posts revisions,2
https://github.com/WP-API/WP-API/issues/2758,other-file,standardize expected post put properties expected schema nested objects posts controller accept post put values title content sent title raw content raw https github api api blob develop endpoints class rest posts controller php controller santization callback set top level title content properties schema way comments controller setup prevents able pass content raw set comment content sanitization callback set top level content property https github api api blob develop endpoints class rest comments controller php schema means attempting create comment content raw set results following stripslashes expects parameter string array given questions need answering want limit acceptable parameters nested objects examples accept content ignore content raw values accept content raw ignore content values want accept top level raw property values nested objects modify schema needed apply callbacks required parameters nested objects,2
https://github.com/WP-API/WP-API/issues/1548,test-file,approving comment deletes content bug changing comment status hold approved put deletes comment comment content basic auth plugin http angularjs replicate unapproved comment site api basic auth plugins installed postman send put basic auth header comment endpoint mysite json comments form data send along status approved comment approved comment comment content deleted,2
https://github.com/harness/harness/issues/2525," source-file,source-file , source-file ",agent invalid character looking beginning value running agent throws following logs level invalid character looking beginning value platform linux amd time message cannot get queue item agent call rpc service post rpc response doctype html html lang head meta charset utf meta http equiv compatible content edge meta name viewport content width device width initial scale link rel icon href favicon png title drone continuous integration title link href css app css rel preload style link href app abcb rel preload script link href chunk vendors aeab rel preload script link href css app css rel stylesheet head body noscript strong sorry drone work properly without javascript enabled please enable continue strong noscript div app div script chunk vendors aeab script script app abcb script body html,-1
https://github.com/harness/harness/issues/2943," source-file,source-file , source-file ",drone orgsecret use drone orgsecret daocloud docker password password successfully orgsecret said image https user images githubusercontent png,6
https://github.com/harness/harness/issues/557," other-file , other-file,other-file , source-file ",logout functionality fails silently returning clicking logout loads empty page clear session image https cloud githubusercontent assets png,4
https://github.com/harness/harness/issues/983," documentation-file, documentation-file , source-file , other-file ,other-file ",http github authentication getting trying auth github actually telmo https github drone drone issues issuecomment closed without resolving server port github client xxx secret yyy orgs open true image https cloud githubusercontent assets png course real domain instead domain following steps getting browsing http domain clicking github button redirected github allowing application redirecting back url http domain api auth github state myhh yjvhzwxww wnwm dpozpwcekhh bqhcibqdg aoq blank page chrome console logs image https cloud githubusercontent assets png,6
https://github.com/harness/harness/issues/2154," database-file, database-file ,source-file , source-file ",drone server failed unmarshal webhook payload gogs labels present steps reproduce create labels see drone server logs errors found case drone server time level msg failure parse hook json cannot unmarshal object struct field labels type string drone server time level msg json cannot unmarshal object struct field labels type string latency method post path hook status time user agent gogsserver see labels section payload found webhook edit page gogs case json labels name component library color url seems like drone webhook processing function works incorrectly somewhere around https github drone drone blob becaa server hook gitter discussion https gitter drone drone,-1
https://github.com/harness/harness/issues/738,source-file,delete account http setup drone sync bitbucket click menu top left select users see single user bitbucket account click see user edit screen button labelled delete account clicking results delete http mydrone api users bitbucket user returns http response guessing left drone supported local user accounts,6
https://github.com/harness/harness/issues/637,source-file,team settings forbidden access set fresh drone instance added new team point clicked team settings team specific dashboard get forbidden message bad response seemed happen blue installed drone docker container believe installs latest drone something might cause way delete team given longer access,6
https://github.com/harness/harness/issues/3274," source-file,source-file ",gitea oauth cannot exchange gitea drone log level msg oauth cannot exchange gta xxxxxx gitea log get login oauth access token method allowed look gitea oauth provider https github gitea gitea blob cbcce docs content developers oauth provider need get post,6
https://github.com/harness/harness/issues/495," documentation-file , source-file , other-file , other-file,other-file ",exp gitlab auth since last commits auth via gitlab got notfound server handler goji post api auth host handler getlogin launch drone internal imac drone rvm ruby git exp debian drone local droned config drone conf starting goji imac kirill rngm started post api auth git teobit imac kirill rngm returning imac kirill rngm started get favicon ico imac kirill rngm returning imac kirill rngm started post api auth git teobit imac kirill rngm returning imac kirill rngm started get favicon ico imac kirill rngm returning imac kirill rngm started get gitlab imac kirill rngm returning imac kirill rngm started get api user invalid token imac kirill rngm returning imac kirill rngm started get api stream user imac kirill rngm started get favicon ico imac kirill rngm returning imac kirill rngm started post api auth gitlab imac kirill rngm panic interface conversion interface nil capability capability users bugagazavr documents github zenazn goji web middleware recoverer func printstack local cellar libexec pkg runtime panic cbdfd panic runtimenewstackcall byte args siz local cellar libexec pkg runtime iface goc dea asserte tret runtimepanic err local cellar libexec pkg runtime iface goc asserte asserte tret byte retbase users bugagazavr documents github drone drone server capability context fromcontext return value reqkey capability users bugagazavr documents github drone drone server capability capability enabled return fromcontext get key users bugagazavr documents github drone drone server handler login getlogin capability enabled ctx capability registration false users bugagazavr documents github zenazn goji web web handlerfunc servehttpc users bugagazavr documents github zenazn goji web router routemachine route routes handler servehttpc users bugagazavr documents github zenazn goji web router router route methods route users bugagazavr documents github zenazn goji web middleware func router route local cellar libexec pkg http server handlerfunc servehttp users bugagazavr documents github drone drone server middleware user func servehttp local cellar libexec pkg http server handlerfunc servehttp users bugagazavr documents github drone drone server middleware header func servehttp local cellar libexec pkg http server handlerfunc servehttp users bugagazavr documents github drone drone server func servehttp local cellar libexec pkg http server handlerfunc servehttp users bugagazavr documents github zenazn goji web middleware options func servehttp local cellar libexec pkg http server handlerfunc servehttp users bugagazavr documents github zenazn goji web middleware recoverer cda func servehttp local cellar libexec pkg http server handlerfunc servehttp users bugagazavr documents github zenazn goji web middleware logger func servehttp local cellar libexec pkg http server handlerfunc servehttp users bugagazavr documents github zenazn goji web middleware cdd func servehttp local cellar libexec pkg http server handlerfunc servehttp users bugagazavr documents github zenazn goji web middleware cstack servehttp servehttp users bugagazavr documents github zenazn goji web mux mux servehttp stack servehttp local cellar libexec pkg http server servemux servehttp servehttp local cellar libexec pkg http server serverhandler servehttp handler servehttp req local cellar libexec pkg http server conn serve serverhandler server servehttp req local cellar libexec pkg runtime proc goexit runtimegoexit void,6
https://github.com/harness/harness/issues/942,"other-file , other-file",drone work gitlab kowalczykp others noted gitter drone appear work latest versions gitlab drone bad incoming webhooks manually verified tcpflow ubuntu tcpflow eth port seems stem gitlab library https github bugagazavr gitlab client blob hook payload indirectly message reads invalid hook received payload format recognized,6
