issue_no,repo,issue_url,title,description,patched_file_types
2242,nocodb,https://github.com/nocodb/nocodb/issues/2242,NocoDB can't display the values of a cell when it's of type `LinkToAnotherRecord` and has hundreds of connections,"## Problem I have a table for email addresses and a table for newsletter subscribers. I added 50.000 subscribers to one newsletter. Therefore, there are 50,000 connections in the ""Addresses"" field in the newsletter table for the row ""Wheelmap"". You can see this also in the video. In the newsletter table, we see only ~30 connections. But when we switch to the email address table, we see that also emails like `7444@test.com` have also a connection to the newseltter. https://user-images.githubusercontent.com/24459435/171715335-892f9626-52f0-44e0-85a2-571b0d37d80c.mov The response by the REST API shows the same as the client: <details> <summary>Response</summary> json { ""Id"": 0, ""Name"": ""Wheelmap"", ""Mailjet ID"": ""17634"", ""Addresses"": [ { ""Id"": 17076, ""Email"": ""17063@test.com"", ""CreatedAt"": ""2022-06-02T13:37:38.787Z"", ""UpdatedAt"": ""2022-06-02T18:29:23.967Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null }, { ""Id"": 17077, ""Email"": ""17064@test.com"", ""CreatedAt"": ""2022-06-02T13:37:38.798Z"", ""UpdatedAt"": ""2022-06-02T18:29:23.974Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null }, { ""Id"": 17078, ""Email"": ""17065@test.com"", ""CreatedAt"": ""2022-06-02T13:37:38.812Z"", ""UpdatedAt"": ""2022-06-02T18:29:23.982Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null }, { ""Id"": 6, ""Email"": ""561fe5b8dc0c45a19@gmail.com"", ""CreatedAt"": ""2022-06-01T20:19:28.864Z"", ""UpdatedAt"": ""2022-06-02T17:41:04.185Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null }, { ""Id"": 12, ""Email"": ""0@test.com"", ""CreatedAt"": ""2022-06-02T13:32:40.471Z"", ""UpdatedAt"": ""2022-06-02T18:07:16.208Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null }, { ""Id"": 15, ""Email"": ""2@test.com"", ""CreatedAt"": ""2022-06-02T13:33:40.743Z"", ""UpdatedAt"": ""2022-06-02T18:07:16.240Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null }, { ""Id"": 16, ""Email"": ""3@test.com"", ""CreatedAt"": ""2022-06-02T13:33:40.769Z"", ""UpdatedAt"": ""2022-06-02T18:07:16.249Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null }, { ""Id"": 17, ""Email"": ""4@test.com"", ""CreatedAt"": ""2022-06-02T13:33:40.799Z"", ""UpdatedAt"": ""2022-06-02T18:07:16.260Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null }, { ""Id"": 18, ""Email"": ""5@test.com"", ""CreatedAt"": ""2022-06-02T13:33:40.828Z"", ""UpdatedAt"": ""2022-06-02T18:07:16.272Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null }, { ""Id"": 19, ""Email"": ""6@test.com"", ""CreatedAt"": ""2022-06-02T13:33:40.847Z"", ""UpdatedAt"": ""2022-06-02T18:07:16.290Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null }, { ""Id"": 20, ""Email"": ""7@test.com"", ""CreatedAt"": ""2022-06-02T13:33:40.869Z"", ""UpdatedAt"": ""2022-06-02T18:07:16.306Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null }, { ""Id"": 22, ""Email"": ""9@test.com"", ""CreatedAt"": ""2022-06-02T13:33:40.925Z"", ""UpdatedAt"": ""2022-06-02T18:07:16.330Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null }, { ""Id"": 23, ""Email"": ""10@test.com"", ""CreatedAt"": ""2022-06-02T13:33:40.953Z"", ""UpdatedAt"": ""2022-06-02T18:07:16.336Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null }, { ""Id"": 24, ""Email"": ""11@test.com"", ""CreatedAt"": ""2022-06-02T13:33:40.983Z"", ""UpdatedAt"": ""2022-06-02T18:07:16.341Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null }, { ""Id"": 25, ""Email"": ""12@test.com"", ""CreatedAt"": ""2022-06-02T13:33:41.016Z"", ""UpdatedAt"": ""2022-06-02T18:07:16.353Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null }, { ""Id"": 26, ""Email"": ""13@test.com"", ""CreatedAt"": ""2022-06-02T13:33:41.047Z"", ""UpdatedAt"": ""2022-06-02T18:07:16.365Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null }, { ""Id"": 28, ""Email"": ""15@test.com"", ""CreatedAt"": ""2022-06-02T13:33:41.112Z"", ""UpdatedAt"": ""2022-06-02T18:07:16.387Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null }, { ""Id"": 29, ""Email"": ""16@test.com"", ""CreatedAt"": ""2022-06-02T13:33:41.139Z"", ""UpdatedAt"": ""2022-06-02T18:07:16.402Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null }, { ""Id"": 30, ""Email"": ""17@test.com"", ""CreatedAt"": ""2022-06-02T13:33:41.161Z"", ""UpdatedAt"": ""2022-06-02T18:07:16.409Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null }, { ""Id"": 31, ""Email"": ""18@test.com"", ""CreatedAt"": ""2022-06-02T13:33:41.191Z"", ""UpdatedAt"": ""2022-06-02T18:07:16.415Z"", ""emails_id"": null, ""emails_id1"": null, ""newsletter_id"": 0, ""menschen_id"": null } ] }  </details> ## What I would expect I would expect to see all 50.000 connections in the ""Wheelmap"" row or some kind of pagination. The same for the API.",test-file | config-file | source-file | other-file | ui-file | data-file | documentation-file
7501,nocodb,https://github.com/nocodb/nocodb/issues/7501,"Bug: When searching for a non-existant entry it is fine on page 1 of tables but shows""internal error"" when doing the same in any other page number.","Please confirm if bug report does NOT exists already ? - [X] I confirm there is no existing issue for this  Steps to reproduce ? Bug: When searching for a non-existant entry it is fine on page 1 but shows""internal error"" when doing the same in any other page number. 1. Create 30 entries. 2. Got to page 2 which now shows 5 entries. 3. Search for non-existant entry. 4. See internal error happen.  Desired Behavior It should just show no result or the result as applicable like it does on page 1  Project Details Nocodb latest with docker. postgres.  Attachments ![image](https://github.com/nocodb/nocodb/assets/43231640/90d09b5e-e34f-4f43-acc7-ac7d53a2ce4a) Nothing in the logs about the problem.",ui-file | data-file | source-file
9055,nocodb,https://github.com/nocodb/nocodb/issues/9055,"Bug: Accessing the page through the sharing link of Base, there exists the create view button under the table of the left-sidebar, but creating a new view through the create view button will get an error message: Request failed with status code 403","Please confirm that the bug report does not already exist - [X] I confirm there is no existing issue for this bug.  Steps to reproduce 1. Click the share button in the upper right corner 2. Open sharing link of the Base 3. Accessing the sharing link 4. Expand the table under the shared Base and you will find the create view button 5. Creating a new view through the create view button, then you will get an error message: Request failed with status code 403  Desired Behavior 1. I want to know if it was specifically designed this way or if this is a bug 2. if this is a bug, I think the create view button should be hidden  Project Details Node: **v20.12.1** Arch: **x64** Platform: **linux** Docker: **true** RootDB: **mysql2** PackageVersion: **0.250.2**  Attachments _No response_",ui-file
1693,nocodb,https://github.com/nocodb/nocodb/issues/1693,Expanded card (hmList) is empty for relational column in Commenter/ Viewer mode,Node: **v14.18.0** Arch: **arm64** Platform: **darwin** Docker: **false** Database: **sqlite3** ProjectOnRootDB: **true** RootDB: **sqlite3** PackageVersion: **0.84.16** - create country hm city relation table - expand cityList in preview mode (commenter/ viewer) Expected ![Screenshot 2022-04-16 at 2 16 48 PM](https://user-images.githubusercontent.com/86527202/163668664-570bc7a7-5a6e-45a2-9895-fb8c2ab26b37.png) Observed ![Screenshot 2022-04-16 at 2 11 30 PM](https://user-images.githubusercontent.com/86527202/163668665-c853ad14-c09d-4b8f-aacf-0d2afb0f0381.png)  projectAclMiddleware :: Forbidden [Error]: hmList - commenter : Not allowed at Function.forbidden (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/noco/meta/helpers/catchError.ts:47:11) at projectAclMiddleware (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/noco/meta/helpers/ncMetaAclMw.ts:63:17) at /Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/noco/meta/helpers/catchError.ts:6:20 at Layer.handle [as handle_request] (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/node_modules/express/lib/router/layer.js:95:5) at next (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/node_modules/express/lib/router/route.js:137:13) at authMiddleware (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/noco/meta/helpers/ncMetaAclMw.ts:23:7) at /Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/noco/meta/helpers/catchError.ts:6:20 at Layer.handle [as handle_request] (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/node_modules/express/lib/router/layer.js:95:5) at next (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/node_modules/express/lib/router/route.js:137:13) at exports.default (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/noco/meta/helpers/extractProjectIdAndAuthenticate.ts:141:5) GET /api/v1/db/data/noco/x/country/1/hm/title5?limit=10&offset=0 403 42 - 4.165 ms,documentation-file | source-file
1132,nocodb,https://github.com/nocodb/nocodb/issues/1132,Postgres : SingleSelect/Multiselect isn't working in 0.84.9,Was fine in earlier version.,source-file
1866,nocodb,https://github.com/nocodb/nocodb/issues/1866,Lookup columns used in filters and formulas cause errors,Lookup columns referencing parent's field return errors if used in filters or formulas. Issue is not related to data type (tested with strings and numbers). Lookups from parent entry work as expected. Error message from example below complains on missing '__nc0.nc_0ysj__types_id' and named alike columns. <details> <summary>.gif example</summary> ![Peek 2022-04-21 15-17](https://user-images.githubusercontent.com/61871501/165140280-18c1e1f6-13d9-4b0a-a6d0-1a3ff584cccc.gif) </details> Known since v0.90.5.,data-file
7451,nocodb,https://github.com/nocodb/nocodb/issues/7451,Bug: Kanban view loadMoreKanbanData api is failing due to incorrect offset payload,"Please confirm if bug report does NOT exists already ? - [X] I confirm there is no existing issue for this  Steps to reproduce ? API response: json {""msg"":""Offset is beyond the total number of records""}  https://github.com/nocodb/nocodb/assets/101566080/a59dd51b-ad11-4740-82ae-e2dbdff27b17  Desired Behavior Before making api call check the `totalRows` and then call api if `currentRecords` is less than `totalRows` json ""list"": [], ""pageInfo"": { ""totalRows"": 48, ""page"": 2, ""pageSize"": 25, ""isFirstPage"": false, ""isLastPage"": true }   Project Details 0.204.0  Attachments _No response_",ui-file
1638,nocodb,https://github.com/nocodb/nocodb/issues/1638,DATEADD formula issues,"Using DATEADD formula (`IF(NOW() < DATEADD(test_date_time,10,'day'), ""true"", ""false"")` like in [docs](https://docs.nocodb.com/setup-and-usages/formulas#date-functions)) results in empty table. There is error console with code 400 in response to GET database entries request. Response body has message noting that there is no $1 operator: `timestamp with time zone < text`. To test, I've tried basic image ( `docker run -d --name nocodb -p 8080:8080 nocodb/nocodb:latest`) and there DATEADD works, though date subtraction fails, as it planned in #1415 . Providing negative number in formula results in 400 error with msg ""Cannot read property 'argument' of undefined"". Node: **v12.22.10** Arch: **x64** Platform: **linux** Docker: **true** Database: **pg** ProjectOnRootDB: **true** RootDB: **pg** PackageVersion: **0.84.16**",data-file
6246,nocodb,https://github.com/nocodb/nocodb/issues/6246,Bug: Webhook call sending Parameters doesn't work,"Please confirm if bug report does NOT exists already ? - [X] I confirm there is no existing issue for this  Steps to reproduce ? Hey there, since the last update the sending Parameters via web hook fails. 1. Create Webhook 2. Create parameters 3. Test webhook 4. Newly created parameters (after the update) are not attached to the web hook 5. Parameters created before the update are attached to the web hook  Desired Behavior attach all Parameters. I think the issue is, that in the current version the check boxes are missing for the parameters. When you go on the headers tab, then the check boxes are still there.  Project Details Node: **v16.20.1** Arch: **x64** Platform: **linux** Docker: **true** RootDB: **pg** PackageVersion: **0.111.0**  Attachments <img width=""752"" alt=""Bildschirmfoto 2023-08-27 um 11 39 13"" src=""https://github.com/nocodb/nocodb/assets/22481238/8c27d340-a3d6-44a4-b86a-2de7e5f32c11""> <img width=""743"" alt=""Bildschirmfoto 2023-08-27 um 11 39 07"" src=""https://github.com/nocodb/nocodb/assets/22481238/d710b9c5-a916-411c-a174-e30ea12b19d1"">",ui-file | documentation-file | source-file
880,nocodb,https://github.com/nocodb/nocodb/issues/880,Upload CSV Import Error,"NocoDB used as docker : false NocoDB version : 0.83.8 Database used in NC_DB URL : sqlite3 Project was created by clicking : New Project Database on which spreadsheet is created : sqlite3 OS on which NocoDB is running : Ubuntu 20.04.3 LTS Node.js version if running as node : v14.13.0 Database version : 3.33.0 **Steps To Reproduce** 1. Go to New/Existing Project -> Tables -> New/Existing table 2. Click on Action -> Upload CSV -> Select any csv file having all the required columns (id, title) -> Import 3. See error: POST /nc/xyz_op0t/api/v1/xyz/bulk 400 40 - 7.051 ms .returning() is not supported by sqlite3 and will not have any effect. **Expected behavior** The selected CSV file is supposed to be imported and shown as table. **Screenshots** ![Screenshot from 2021-12-18 23-31-02](https://user-images.githubusercontent.com/36279345/146651266-7e51be31-3aa1-4a6b-9177-5e23ea214762.png) ![Screenshot from 2021-12-18 23-32-22](https://user-images.githubusercontent.com/36279345/146651350-7953badf-56a1-44f2-b56d-2f9b30bd2a7c.png) ![Screenshot from 2021-12-18 23-32-26](https://user-images.githubusercontent.com/36279345/146651360-ee56d427-3ec1-4829-829b-8ca782485111.png) ![Screenshot from 2021-12-18 23-32-46](https://user-images.githubusercontent.com/36279345/146651370-77eb6eeb-b2ee-408b-bded-764eb4a50dee.png) ![Screenshot from 2021-12-18 23-32-49](https://user-images.githubusercontent.com/36279345/146651378-4c2081b4-1ac8-4776-87c2-e75c4b263f4e.png) ![Screenshot from 2021-12-18 23-33-14](https://user-images.githubusercontent.com/36279345/146651386-34f51369-98ae-48b0-974b-69b3e305fd77.png)",ui-file
1694,nocodb,https://github.com/nocodb/nocodb/issues/1694,Project info access fails in commenter/ viewer mode,Node: **v14.18.0** Arch: **arm64** Platform: **darwin** Docker: **false** Database: **sqlite3** ProjectOnRootDB: **true** RootDB: **sqlite3** PackageVersion: **0.84.16** - copy project info to clipboard fails in commenter/ viewer mode - was enabled in NC v1  projectAclMiddleware :: Forbidden [Error]: projectInfoGet - viewer : Not allowed at Function.forbidden (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/noco/meta/helpers/catchError.ts:47:11) at projectAclMiddleware (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/noco/meta/helpers/ncMetaAclMw.ts:63:17) at /Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/noco/meta/helpers/catchError.ts:6:20 at Layer.handle [as handle_request] (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/node_modules/express/lib/router/layer.js:95:5) at next (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/node_modules/express/lib/router/route.js:137:13) at authMiddleware (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/noco/meta/helpers/ncMetaAclMw.ts:23:7) at /Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/noco/meta/helpers/catchError.ts:6:20 at Layer.handle [as handle_request] (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/node_modules/express/lib/router/layer.js:95:5) at next (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/node_modules/express/lib/router/route.js:137:13) at exports.default (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/noco/meta/helpers/extractProjectIdAndAuthenticate.ts:141:5),source-file
1662,nocodb,https://github.com/nocodb/nocodb/issues/1662,Editor role- download CSV not allowed,Node: **v14.18.0** Arch: **arm64** Platform: **darwin** Docker: **false** Database: **mysql2** ProjectOnRootDB: **false** RootDB: **sqlite3** PackageVersion: **0.84.16** - open country table - enable 'editor' preview mode - download CSV  GET /api/v1/db/meta/tables/md_us58ca8gz6q6i1 304 - - 5.017 ms projectAclMiddleware :: Forbidden [Error]: csvDataExport - editor : Not allowed at Function.forbidden (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/noco/meta/helpers/catchError.ts:47:11) at projectAclMiddleware (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/noco/meta/helpers/ncMetaAclMw.ts:63:17) at /Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/noco/meta/helpers/catchError.ts:6:20 at Layer.handle [as handle_request] (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/node_modules/express/lib/router/layer.js:95:5) at next (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/node_modules/express/lib/router/route.js:137:13) at authMiddleware (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/noco/meta/helpers/ncMetaAclMw.ts:23:7) at /Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/noco/meta/helpers/catchError.ts:6:20 at Layer.handle [as handle_request] (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/node_modules/express/lib/router/layer.js:95:5) at next (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/node_modules/express/lib/router/route.js:137:13) at exports.default (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/noco/meta/helpers/extractProjectIdAndAuthenticate.ts:141:5) GET /api/v1/db/data/noco/stupid_flyingfish/Country/views/Country/export/csv?offset=0 403 46 - 4.161 ms,data-file
1756,nocodb,https://github.com/nocodb/nocodb/issues/1756,Filter doesn't return correct results on linked record,"please provide the following details : NocoDB used as docker : true NocoDB version : 0.90.3 Database used in NC_DB URL : sqlite3 Project was created by clicking : New Project Database on which spreadsheet is created : sqlite3 **Steps To Reproduce** 1. Create two new tables, populate with entries. Case 1: 2. In second table, create a ""has many"" linked record linked to the first table. 3. Populate the linked record with entries from the first table. 4. Go to the first table, filter by the one-many linked record column. 5. Filter returns every entry if any entry matches the condition, returns no entries if no entry matches the condition (i.e., if the linked records in all of the rows are ""A"", ""B"", and ""C"", filtering for ""A"" will return all entries, including those linked to ""B"" and ""C"", and filtering for ""D"" will not return anything) Case 2: 6. Now, create a ""has many"" linked record in the first table which also links to the first table. Populate this with records. 7. Filter by this column. 8. Filter returns the opposite of what is expected -- ie if you filter for ""is like"" ""A"", it will return everything that is not like ""A"", if you filter for ""is not like"" ""A"", it will return everything that is like ""A"". **Expected behavior** In Case 1, the filter should return only the matching entries, not every entry. In Case 2, the filter should return the opposite of what it currently returns.",test-file | source-file | other-file | ui-file | data-file | documentation-file
4694,nocodb,https://github.com/nocodb/nocodb/issues/4694,Bug: Shared view link access (in incognito) redirects to sign-in page,Please confirm if bug report does NOT exists already ? - [X] I confirm there is no existing issue for this  Steps to reproduce ? Observed on `develop` branch; works fine in `master` - create shared view - access link in incognito mode - redirects to sign in page  authMiddleware :: Unauthorized [Error]: Unauthorized access at Function.unauthorized (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/meta/helpers/catchError.ts:44:11) at authMiddleware (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/meta/helpers/ncMetaAclMw.ts:38:17) at /Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/meta/helpers/catchError.ts:6:20 at Layer.handle [as handle_request] (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/node_modules/express/lib/router/layer.js:95:5) at next (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/node_modules/express/lib/router/route.js:144:13) at exports.default (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/meta/helpers/extractProjectIdAndAuthenticate.ts:144:5)   Desired Behavior access should work without redirection to sign-in page  Project Details - In develop  Attachements _No response_,source-file
5817,nocodb,https://github.com/nocodb/nocodb/issues/5817,Bug: [Nest] ERROR [i] Missing refresh token,"Please confirm if bug report does NOT exists already ? - [X] I confirm there is no existing issue for this  Steps to reproduce ? After updating from previous version to latest version, I get this error in the docker logs:  [Nest] 1 - 06/05/2023, 4:43:37 PM ERROR [i] Missing refresh token Error: Missing refresh token at t.NcError.badRequest (/app/code/node_modules/nocodb/dist/bundle.js:1:649372) at k.refreshToken (/app/code/node_modules/nocodb/dist/bundle.js:1:1245325) at j.refreshToken (/app/code/node_modules/nocodb/dist/bundle.js:1:174280) at /app/code/node_modules/@nestjs/core/router/router-execution-context.js:38:29 at process.processTicksAndRejections (node:internal/process/task_queues:95:5) at async /app/code/node_modules/@nestjs/core/router/router-execution-context.js:46:28 at async /app/code/node_modules/@nestjs/core/router/router-proxy.js:9:17  Just open the logon page and check the logging of the docker container. Issue didn't occur in previous versions of nocodb.  Desired Behavior No error thrown  Project Details Node: **v18.12.1** Arch: **x64** Platform: **linux** Docker: **true** RootDB: **pg** PackageVersion: **0.108.1**  Attachments _No response_",source-file
6202,nocodb,https://github.com/nocodb/nocodb/issues/6202,"Bug: while primary key values contain ""/"" symbol, expand the row to get Record not found banner.","Please confirm if bug report does NOT exists already ? - [X] I confirm there is no existing issue for this  Steps to reproduce ? While Primary key values contain ""/"" symbol, expand the row to get Record not found banner.  Desired Behavior Rows should expand regardless of the value of primary key.  Project Details Node: **v16.20.0** Arch: **x64** Platform: **linux** Docker: **true** RootDB: **sqlite3** PackageVersion: **0.109.6**  Attachments docker logs shows : Nest] 11 - 08/21/2023, 11:12:01 AM ERROR [i] Cannot GET /api/v1/db/data/noco/p_gcht7dh17qylek/Api/GET%20/api/v./insuranceplans//benefits NotFoundException: Cannot GET /api/v1/db/data/noco/p_gcht7dh17qylek/Api/GET%20/api/v./insuranceplans//benefits at callback (/usr/src/app/node_modules/@nestjs/core/router/routes-resolver.js:77:19) at /usr/src/app/node_modules/@nestjs/core/router/router-proxy.js:9:23 at Layer.handle [as handle_request] (/usr/src/app/node_modules/express/lib/router/layer.js:95:5) at trim_prefix (/usr/src/app/node_modules/express/lib/router/index.js:328:13) at /usr/src/app/node_modules/express/lib/router/index.js:286:9 at Function.process_params (/usr/src/app/node_modules/express/lib/router/index.js:346:12) at next (/usr/src/app/node_modules/express/lib/router/index.js:280:10) at next (/usr/src/app/node_modules/express/lib/router/route.js:136:14) at next (/usr/src/app/node_modules/express/lib/router/route.js:140:7) at next (/usr/src/app/node_modules/express/lib/router/route.js:140:7)",test-file | config-file | source-file | other-file | ui-file | data-file
290,nocodb,https://github.com/nocodb/nocodb/issues/290,Audit Log - DELETE is not right now recording,,source-file
985,nocodb,https://github.com/nocodb/nocodb/issues/985,Once signed in & signed out from a browser - invalid credentials also signs in (This has to be the same browser),please provide the following details : NocoDB used as docker : true - official. NocoDB version : 0.84.6 Database used in NC_DB URL : mysql Project was created by clicking : New Project Database on which spreadsheet is created : mysql Node.js version if running as node : Database version : 8.0 **Steps To Reproduce** - open a fresh browser you never save info in. In my case Edge. - login as admin. In my case - dgleba@gmail.com - sign out. - try to sign in with incorrect username: a and password: a [or any username and password like that]. - projects are shown. username in top corner is `sign up`. - you can edit data. **Expected behavior** incorrect credentials should not give successful access to data. **Screenshots** Platform: **linux** Docker: **true**,source-file
