issue_no,repo,issue_url,title,description,patched_file_types,text_for_topic_modeling,prediction,confidence,combined_text
91,WP-API,https://github.com/WP-API/WP-API/issues/91,Raw data goes unused when sent to an endpoint.,"In class-wp-json-server.php, when dispatching callbacks if an endpoint expects raw data that data will end up going unused breaking the endpoint:  php elseif ( $supported & self::ACCEPT_RAW ) { $data = $this->get_raw_data(); } ",other-file | other-file,raw data goes unused sent endpoint class json server php dispatching callbacks endpoint expects raw data data end going unused breaking endpoint php elseif supported self accept raw data get raw data,bug,0.85,"Raw data goes unused when sent to an endpoint. In class-wp-json-server.php, when dispatching callbacks if an endpoint expects raw data that data will end up going unused breaking the endpoint:  php elseif ( $supported & self::ACCEPT_RAW ) { $data = $this->get_raw_data(); } "
90,WP-API,https://github.com/WP-API/WP-API/issues/90,WP_JSON_CustomPostType does not accept JSON for editing/creating posts,Title says it all.,other-file | other-file | other-file,json customposttype accept json editing creating posts title says,bug,0.8,WP_JSON_CustomPostType does not accept JSON for editing/creating posts Title says it all.
2587,WP-API,https://github.com/WP-API/WP-API/issues/2587,"""registered_date"" type is ""date-time""","the schema on wp/v2/users returns: ""registered_date"": { ""description"": ""Registration date for the resource."", ""type"": ""date-time"", ""context"": [ ""edit"" ], ""readonly"": true }, according to json-schema v4 ""type"": ""date-time"" is NOT a valid type and it brakes parsers. it should be ""string"" with ""format"":""date-time"" ref: http://json-schema.org/latest/json-schema-core.html#anchor8 http://json-schema.org/latest/json-schema-validation.html#anchor107 example: ""registered_date"": { ""description"": ""Registration date for the resource."", ""type"": ""string"", ""format"": ""date-time"", ""context"": [ ""edit"" ], ""readonly"": true },",other-file | other-file,registered date type date time schema users returns registered date description registration date resource type date time context edit readonly true according json schema type date time valid type brakes parsers string format date time ref http json schema latest json schema core html anchor http json schema latest json schema validation html anchor example registered date description registration date resource type string format date time context edit readonly true,bug,0.9,"""registered_date"" type is ""date-time"" the schema on wp/v2/users returns: ""registered_date"": { ""description"": ""Registration date for the resource."", ""type"": ""date-time"", ""context"": [ ""edit"" ], ""readonly"": true }, according to json-schema v4 ""type"": ""date-time"" is NOT a valid type and it brakes parsers. it should be ""string"" with ""format"":""date-time"" ref: http://json-schema.org/latest/json-schema-core.html#anchor8 http://json-schema.org/latest/json-schema-validation.html#anchor107 example: ""registered_date"": { ""description"": ""Registration date for the resource."", ""type"": ""string"", ""format"": ""date-time"", ""context"": [ ""edit"" ], ""readonly"": true },"
2616,WP-API,https://github.com/WP-API/WP-API/issues/2616,Boolean request args fail validation,"In rest_validate_request_arg() we cannot use the `! is_bool()` conditional to validate if a request argument is either `true` or `false`. The query string in the url (example: https://demo.wp-api.org/wp-json/wp/v2/categories?hide_empty=true) will be parsed as a string. Which means you will always get the error: { code: ""rest_invalid_param"", message: ""Invalid parameter(s): hide_empty"", data: { status: 400, params: { hide_empty: ""hide_empty is not of type boolean"" } } }",other-file | test-file,boolean args fail validation rest validate arg cannot use bool conditional validate argument either true false query string url example https demo api json categories hide empty true parsed string means always get rest invalid param message invalid parameter hide empty data status params hide empty hide empty type boolean,bug,0.95,"Boolean request args fail validation In rest_validate_request_arg() we cannot use the `! is_bool()` conditional to validate if a request argument is either `true` or `false`. The query string in the url (example: https://demo.wp-api.org/wp-json/wp/v2/categories?hide_empty=true) will be parsed as a string. Which means you will always get the error: { code: ""rest_invalid_param"", message: ""Invalid parameter(s): hide_empty"", data: { status: 400, params: { hide_empty: ""hide_empty is not of type boolean"" } } }"
164,WP-API,https://github.com/WP-API/WP-API/issues/164,Revisions endpoint not working,"I have a post with 3 revisions. This GET request returns the information about the post: http://local.trunk.dev/wp-json/posts/3184 This GET request outputs simply ""null"": http://local.trunk.dev/wp-json/posts/3184/revisions",other-file | other-file | other-file | other-file,revisions endpoint working post revisions get returns information post http local trunk json posts get outputs simply null http local trunk json posts revisions,bug,0.9,"Revisions endpoint not working I have a post with 3 revisions. This GET request returns the information about the post: http://local.trunk.dev/wp-json/posts/3184 This GET request outputs simply ""null"": http://local.trunk.dev/wp-json/posts/3184/revisions"
2426,WP-API,https://github.com/WP-API/WP-API/issues/2426,Inconsistent type returned for user capabilities.,"When a WP user has capabilities and a call is made to `/users/:id?context=edit`, a JSON object/map is returned (`""capabilities"": {""a"":""foo"", ""b"":""bar""}`). However, when a user has no capabilities (`- No role for this site -` selected in wp-admin), an empty array is returned (`""capabilities"": []`).",other-file | test-file | other-file | other-file | other-file | other-file | other-file | test-file | test-file | documentation-file | other-file | test-file,inconsistent type returned user capabilities user capabilities call made users context edit json object map returned capabilities foo bar however user capabilities role site selected admin empty array returned capabilities,bug,0.9,"Inconsistent type returned for user capabilities. When a WP user has capabilities and a call is made to `/users/:id?context=edit`, a JSON object/map is returned (`""capabilities"": {""a"":""foo"", ""b"":""bar""}`). However, when a user has no capabilities (`- No role for this site -` selected in wp-admin), an empty array is returned (`""capabilities"": []`)."
2758,WP-API,https://github.com/WP-API/WP-API/issues/2758,Standardize the expected POST/PUT properties expected for schema nested objects,"In the [Posts Controller we accept POST/PUT values for `title` and `content` to be sent as `title.raw` or `content.raw`](https://github.com/WP-API/WP-API/blob/develop/lib/endpoints/class-wp-rest-posts-controller.php#L782). In this controller, we do NOT have a `santization_callback` set on the top-level `title` or `content` properties in the schema. The way the Comments Controller is setup prevents being able to pass `content.raw` to set the comment_content [because we DO have a sanitization_callback set on the top level `content` property](https://github.com/WP-API/WP-API/blob/develop/lib/endpoints/class-wp-rest-comments-controller.php#L867) in the schema. This means attempting to create or update a comment with `content.raw` set results in the following error: > stripslashes() expects parameter 1 to be string, array given Some questions that need answering: 1. Do we want to limit the acceptable parameters for the nested objects? Examples: - only accept `content` and ignore `content.raw` values - only accept `content.raw` and ignore `content` values 2. Do we want to accept both top-level and `.raw` property values for the nested objects? 3. How can we modify the schema (if needed) to apply callbacks or required parameters to nested objects?",other-file,standardize expected post put properties expected schema nested objects posts controller accept post put values title content sent title raw content raw https github api api blob develop endpoints class rest posts controller php controller santization callback set top level title content properties schema way comments controller setup prevents able pass content raw set comment content sanitization callback set top level content property https github api api blob develop endpoints class rest comments controller php schema means attempting create comment content raw set results following stripslashes expects parameter string array given questions need answering want limit acceptable parameters nested objects examples accept content ignore content raw values accept content raw ignore content values want accept top level raw property values nested objects modify schema needed apply callbacks required parameters nested objects,bug,0.9,"Standardize the expected POST/PUT properties expected for schema nested objects In the [Posts Controller we accept POST/PUT values for `title` and `content` to be sent as `title.raw` or `content.raw`](https://github.com/WP-API/WP-API/blob/develop/lib/endpoints/class-wp-rest-posts-controller.php#L782). In this controller, we do NOT have a `santization_callback` set on the top-level `title` or `content` properties in the schema. The way the Comments Controller is setup prevents being able to pass `content.raw` to set the comment_content [because we DO have a sanitization_callback set on the top level `content` property](https://github.com/WP-API/WP-API/blob/develop/lib/endpoints/class-wp-rest-comments-controller.php#L867) in the schema. This means attempting to create or update a comment with `content.raw` set results in the following error: > stripslashes() expects parameter 1 to be string, array given Some questions that need answering: 1. Do we want to limit the acceptable parameters for the nested objects? Examples: - only accept `content` and ignore `content.raw` values - only accept `content.raw` and ignore `content` values 2. Do we want to accept both top-level and `.raw` property values for the nested objects? 3. How can we modify the schema (if needed) to apply callbacks or required parameters to nested objects?"
1763,WP-API,https://github.com/WP-API/WP-API/issues/1763,Don't permit requesting terms cross routes,I have a category with `term_taxonomy_id=1`:  GET http://wordpress-develop.dev/wp-json/wp/v2/terms/category/1  I shouldn't be able to request it from the `tag` endpoint:  http://wordpress-develop.dev/wp-json/wp/v2/terms/tag/1  Reported in https://wordpress.org/support/topic/incorrect-route-wordpress-44-beta-4?replies=5,test-file,permit requesting terms cross routes category term taxonomy get http wordpress develop json terms category able tag endpoint http wordpress develop json terms tag reported https wordpress topic incorrect route wordpress beta replies,bug,0.9,Don't permit requesting terms cross routes I have a category with `term_taxonomy_id=1`:  GET http://wordpress-develop.dev/wp-json/wp/v2/terms/category/1  I shouldn't be able to request it from the `tag` endpoint:  http://wordpress-develop.dev/wp-json/wp/v2/terms/tag/1  Reported in https://wordpress.org/support/topic/incorrect-route-wordpress-44-beta-4?replies=5
1548,WP-API,https://github.com/WP-API/WP-API/issues/1548,Approving a comment deletes content and author,"_Bug:_ Changing comment status from hold to approved using a PUT request deletes the comment author and comment content. I am using the basic auth plugin and an $http request in AngularJS. _How to replicate:_ Add an unapproved comment to your site with the WP API v2 and basic auth plugins installed. Using Postman, send a PUT request with a basic auth header to a comment endpoint, such as mysite.com/wp-json/wp/v2/comments/54 In the form data, send along status=approved. The comment will be approved, but the comment author and comment content are deleted.",test-file,approving comment deletes content bug changing comment status hold approved put deletes comment comment content basic auth plugin http angularjs replicate unapproved comment site api basic auth plugins installed postman send put basic auth header comment endpoint mysite json comments form data send along status approved comment approved comment comment content deleted,bug,0.95,"Approving a comment deletes content and author _Bug:_ Changing comment status from hold to approved using a PUT request deletes the comment author and comment content. I am using the basic auth plugin and an $http request in AngularJS. _How to replicate:_ Add an unapproved comment to your site with the WP API v2 and basic auth plugins installed. Using Postman, send a PUT request with a basic auth header to a comment endpoint, such as mysite.com/wp-json/wp/v2/comments/54 In the form data, send along status=approved. The comment will be approved, but the comment author and comment content are deleted."
411,WP-API,https://github.com/WP-API/WP-API/issues/411,Fatal Error when retrieving child comment,"An error occurs when you call posts/{postid}/comments/{commentid} where the selected comment has a parent (a reply). Fatal error: Call to a member function format() on a non-object in \class-wp-json-posts.php on line 1607 If I manually change ""comment_parent"" in the DB to 0 I do not get the error.",other-file,fatal retrieving child comment occurs call posts postid comments commentid selected comment parent reply fatal call member function format non object class json posts php manually comment parent get,bug,0.9,"Fatal Error when retrieving child comment An error occurs when you call posts/{postid}/comments/{commentid} where the selected comment has a parent (a reply). Fatal error: Call to a member function format() on a non-object in \class-wp-json-posts.php on line 1607 If I manually change ""comment_parent"" in the DB to 0 I do not get the error."
